age,gender,education,department,job_role,monthly_income,years_at_company,promotions,overtime,performance_rating,attrition
43,Male,Post-Graduate,Finance,Manager,63977,10,2,No,2,1
41,Male,Post-Graduate,IT,Lead,88156,6,2,Yes,2,1
36,Male,Post-Graduate,HR,Manager,57370,8,1,Yes,2,0
45,Female,Post-Graduate,IT,Lead,65869,8,2,No,2,1
42,Male,Post-Graduate,IT,Manager,99310,6,2,Yes,1,1
41,Male,Post-Graduate,HR,Lead,67473,6,1,Yes,2,0
38,Male,Post-Graduate,IT,Lead,69906,7,1,No,2,1
36,Male,PhD,HR,Lead,56126,8,1,Yes,2,0
36,Male,Graduate,HR,Executive,63439,5,1,Yes,1,1
38,Male,Post-Graduate,IT,Lead,52632,8,1,No,2,1
36,Male,Post-Graduate,IT,Manager,52584,7,1,No,2,0
36,Male,Post-Graduate,IT,Lead,87756,8,2,No,2,1
42,Male,Post-Graduate,Finance,Manager,93680,7,2,No,2,1
37,Male,Post-Graduate,IT,Lead,63576,8,1,No,2,0
43,Male,Post-Graduate,IT,Lead,68117,10,2,No,2,1
44,Female,Post-Graduate,IT,Lead,96776,5,2,Yes,2,1
47,Male,Post-Graduate,HR,Lead,83680,6,2,Yes,1,1
37,Male,Post-Graduate,IT,Manager,34582,5,1,No,2,0
42,Male,Graduate,HR,Lead,65555,5,2,Yes,1,1
37,Male,Graduate,Finance,Lead,93141,7,1,Yes,2,1
43,Male,Post-Graduate,IT,Lead,82958,6,2,Yes,2,1
34,Male,Post-Graduate,HR,Lead,63182,8,2,Yes,2,0
42,Male,Post-Graduate,HR,Lead,69530,5,1,Yes,2,0
40,Male,Post-Graduate,Finance,Manager,82916,6,1,No,2,0
39,Female,Post-Graduate,HR,Executive,73600,6,2,No,2,1
40,Male,PhD,HR,Manager,54249,5,0,No,1,0
42,Male,Graduate,Finance,Lead,97606,9,2,No,3,1
40,Female,Post-Graduate,IT,Lead,85091,7,2,No,3,1
35,Male,Post-Graduate,HR,Manager,57936,9,1,No,1,0
48,Female,Post-Graduate,HR,Lead,40120,6,1,No,2,1
38,Male,Graduate,IT,Lead,74463,8,1,No,3,1
42,Male,Post-Graduate,HR,Lead,72996,6,2,Yes,1,1
41,Female,Post-Graduate,IT,Lead,78637,4,2,No,2,1
41,Female,PhD,HR,Lead,52588,4,1,No,2,0
43,Male,Post-Graduate,HR,Lead,73250,5,1,Yes,2,0
39,Male,Graduate,IT,Lead,96722,7,1,Yes,2,1
41,Male,Post-Graduate,IT,Lead,80299,7,1,No,2,1
43,Male,Post-Graduate,IT,Manager,69144,9,2,Yes,2,1
34,Male,Post-Graduate,HR,Lead,55040,9,1,Yes,2,0
32,Male,PhD,HR,Lead,59406,10,2,Yes,2,0
39,Female,Post-Graduate,IT,Lead,75483,6,1,No,2,1
40,Female,Post-Graduate,IT,Lead,63938,5,1,No,3,0
38,Male,Post-Graduate,IT,Manager,46167,5,0,No,1,0
45,Female,Post-Graduate,IT,Lead,81374,9,2,No,2,1
33,Male,Post-Graduate,IT,Lead,81407,7,1,No,2,1
36,Female,Post-Graduate,HR,Lead,49823,6,2,No,2,0
35,Male,Post-Graduate,IT,Manager,61625,7,1,No,2,0
31,Male,Post-Graduate,HR,Lead,46503,9,2,No,2,0
36,Female,Post-Graduate,IT,Lead,66863,7,2,No,2,0
38,Male,Post-Graduate,IT,Lead,77089,6,1,No,2,1
32,Male,Post-Graduate,IT,Lead,78501,9,1,No,2,0
33,Male,Post-Graduate,IT,Lead,63992,9,1,No,2,0
36,Male,Post-Graduate,HR,Lead,58418,8,1,Yes,2,0
36,Male,Graduate,IT,Lead,52038,10,1,Yes,1,1
40,Female,Post-Graduate,HR,Lead,72571,4,2,No,2,1
42,Female,Post-Graduate,IT,Lead,78471,6,1,No,2,1
44,Male,Post-Graduate,HR,Lead,69315,4,0,No,2,0
46,Male,Post-Graduate,IT,Lead,73974,9,2,Yes,2,1
39,Male,Post-Graduate,HR,Lead,65312,6,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,71138,7,1,No,2,1
41,Male,PhD,Sales,Lead,72726,7,0,Yes,2,1
44,Female,Post-Graduate,IT,Executive,89368,6,2,Yes,2,1
42,Male,PhD,Sales,Lead,66433,5,1,Yes,2,0
37,Male,Post-Graduate,IT,Manager,44189,5,1,No,2,0
35,Male,Post-Graduate,IT,Lead,83704,9,1,No,3,0
43,Male,Post-Graduate,HR,Manager,69003,5,0,No,2,0
38,Male,Post-Graduate,IT,Manager,70486,7,0,No,2,0
44,Male,Post-Graduate,IT,Lead,82562,8,2,No,2,1
32,Male,Post-Graduate,IT,Manager,54204,7,1,No,2,0
37,Male,Post-Graduate,HR,Lead,54266,8,1,Yes,2,0
40,Female,Post-Graduate,IT,Lead,81664,5,2,No,2,1
42,Female,Post-Graduate,Finance,Lead,80822,9,2,No,3,1
36,Male,PhD,HR,Manager,40368,6,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,89667,7,2,No,2,1
41,Female,Post-Graduate,HR,Executive,87275,4,2,No,2,1
37,Male,Post-Graduate,HR,Lead,57531,6,1,No,2,1
40,Male,Post-Graduate,HR,Manager,62608,5,0,Yes,2,0
42,Male,Graduate,Finance,Lead,75050,11,2,No,2,1
38,Male,Post-Graduate,HR,Lead,63468,7,1,Yes,2,0
34,Male,Post-Graduate,IT,Manager,65567,9,1,Yes,2,0
41,Male,Graduate,Finance,Lead,89788,11,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,53097,5,1,No,2,0
40,Male,PhD,HR,Manager,56258,5,1,No,1,0
44,Male,Post-Graduate,IT,Manager,55659,1,0,No,2,0
34,Male,Post-Graduate,IT,Manager,46015,7,1,No,1,0
38,Female,Post-Graduate,HR,Lead,91911,5,2,Yes,2,1
42,Male,Graduate,IT,Lead,75239,8,2,Yes,2,1
46,Male,Post-Graduate,Finance,Manager,93825,9,2,Yes,2,1
40,Female,Post-Graduate,IT,Executive,89530,4,3,No,2,1
38,Male,Post-Graduate,HR,Lead,51285,7,1,Yes,3,0
32,Male,Post-Graduate,IT,Lead,82180,10,1,No,2,0
33,Male,Post-Graduate,HR,Manager,53387,8,1,Yes,2,0
37,Male,Post-Graduate,IT,Lead,73824,6,1,No,2,1
40,Male,Post-Graduate,IT,Lead,63665,10,2,No,2,1
37,Male,Graduate,IT,Lead,90704,6,2,No,2,1
38,Male,Post-Graduate,HR,Lead,61441,6,1,Yes,3,0
31,Female,PhD,HR,Lead,54292,9,2,No,2,0
35,Male,Post-Graduate,IT,Manager,69796,8,1,No,1,0
36,Male,Post-Graduate,HR,Manager,51222,7,1,Yes,2,0
44,Female,Graduate,IT,Executive,72233,8,2,No,2,1
42,Male,Post-Graduate,HR,Manager,57760,4,0,Yes,2,0
45,Male,Post-Graduate,IT,Lead,82544,5,2,Yes,1,1
45,Female,Post-Graduate,HR,Lead,61215,4,2,Yes,1,0
40,Male,Post-Graduate,IT,Lead,68795,8,1,No,2,1
36,Male,Post-Graduate,HR,Lead,64119,7,1,Yes,2,0
33,Male,Post-Graduate,IT,Lead,74062,9,1,No,2,0
38,Male,Post-Graduate,IT,Manager,71843,7,1,No,2,0
38,Male,Graduate,Finance,Lead,76574,8,2,Yes,2,0
33,Male,PhD,HR,Manager,54795,10,1,No,1,0
37,Male,Graduate,IT,Lead,57108,6,1,No,3,0
46,Male,Post-Graduate,IT,Lead,69620,7,1,No,2,1
49,Female,Post-Graduate,HR,Lead,77475,8,2,Yes,2,1
41,Male,Post-Graduate,IT,Manager,56897,4,0,No,2,0
35,Male,Graduate,IT,Lead,70401,8,1,No,2,1
41,Male,Post-Graduate,IT,Lead,92109,6,2,Yes,1,1
43,Male,Graduate,IT,Lead,78622,8,2,Yes,1,1
38,Male,PhD,Sales,Manager,35339,7,1,Yes,2,0
42,Male,Post-Graduate,HR,Executive,70056,6,2,Yes,1,1
35,Male,Post-Graduate,IT,Manager,47882,6,1,No,1,0
35,Male,PhD,Sales,Lead,53687,8,1,Yes,2,0
37,Male,Post-Graduate,HR,Manager,48003,6,1,No,2,0
34,Male,Post-Graduate,HR,Lead,58394,9,2,Yes,2,0
35,Male,PhD,Sales,Lead,42184,8,2,Yes,2,0
34,Male,Post-Graduate,HR,Manager,31836,8,1,Yes,1,0
41,Male,Post-Graduate,HR,Lead,90440,4,2,Yes,1,1
43,Female,Post-Graduate,Finance,Lead,102371,6,2,Yes,2,1
36,Male,Post-Graduate,HR,Manager,59076,7,1,Yes,2,0
45,Female,Post-Graduate,IT,Lead,66934,9,2,No,2,1
45,Male,Post-Graduate,IT,Manager,61096,10,2,No,2,1
34,Male,Post-Graduate,Sales,Lead,72579,10,2,Yes,3,1
41,Male,Post-Graduate,IT,Manager,65323,5,1,No,2,0
30,Male,Post-Graduate,IT,Lead,59167,9,2,No,2,0
34,Male,Graduate,IT,Lead,70646,6,1,No,2,1
45,Male,Post-Graduate,HR,Lead,71486,6,1,Yes,2,1
35,Female,Post-Graduate,HR,Lead,61660,9,2,No,2,0
42,Male,Post-Graduate,Sales,Lead,69032,7,0,Yes,2,0
37,Male,PhD,Sales,Lead,62873,8,0,Yes,2,0
35,Male,PhD,HR,Lead,60579,10,1,Yes,2,0
40,Female,Graduate,IT,Executive,81374,7,2,No,3,1
39,Male,Post-Graduate,HR,Manager,59162,6,1,No,1,0
35,Male,Post-Graduate,IT,Manager,51390,5,1,No,2,0
35,Male,Post-Graduate,HR,Lead,60515,7,1,No,2,0
30,Male,Post-Graduate,IT,Manager,59375,10,1,No,1,0
37,Male,Post-Graduate,IT,Manager,72261,7,1,No,2,1
32,Male,Post-Graduate,IT,Lead,48627,7,1,No,2,0
49,Male,Post-Graduate,HR,Lead,59343,6,2,Yes,1,1
39,Male,Post-Graduate,IT,Lead,81383,6,2,No,2,1
45,Male,Post-Graduate,IT,Manager,63209,8,2,Yes,2,1
37,Female,Post-Graduate,IT,Lead,71446,7,2,No,2,1
32,Male,Post-Graduate,IT,Lead,74859,11,1,No,2,0
44,Male,Graduate,IT,Manager,75313,2,0,No,2,0
42,Male,PhD,HR,Lead,66610,6,1,No,2,0
42,Female,Post-Graduate,HR,Lead,62076,4,1,No,2,0
43,Female,PhD,HR,Executive,85705,2,2,No,2,1
41,Male,Graduate,Finance,Manager,70425,10,2,Yes,2,1
34,Male,Post-Graduate,IT,Lead,64865,8,1,No,2,0
39,Male,Post-Graduate,IT,Lead,83030,7,2,No,2,1
33,Male,Post-Graduate,IT,Lead,75616,9,1,No,2,0
31,Male,Post-Graduate,HR,Manager,55043,9,1,Yes,2,0
34,Male,PhD,HR,Manager,53962,8,1,No,1,0
35,Male,Post-Graduate,IT,Lead,52800,6,1,No,2,0
39,Male,Post-Graduate,HR,Lead,57017,5,1,Yes,2,0
37,Female,Graduate,HR,Lead,55421,5,1,No,2,1
50,Female,Post-Graduate,IT,Lead,95055,6,2,No,2,1
43,Female,Post-Graduate,IT,Lead,72175,8,2,No,2,1
41,Female,Graduate,IT,Executive,96353,5,2,Yes,2,1
45,Male,Post-Graduate,IT,Lead,85318,8,2,Yes,1,1
44,Female,Post-Graduate,HR,Lead,65687,7,2,No,2,1
38,Male,Post-Graduate,IT,Manager,45007,5,1,No,2,0
44,Male,Post-Graduate,IT,Lead,61516,7,1,No,2,0
45,Male,Post-Graduate,Sales,Manager,51498,4,0,Yes,2,0
42,Female,Post-Graduate,IT,Lead,94701,6,2,No,2,1
38,Male,Post-Graduate,HR,Lead,84333,6,2,Yes,1,1
40,Male,Post-Graduate,IT,Lead,78321,8,2,No,2,1
34,Male,Post-Graduate,IT,Lead,64415,6,1,No,2,1
40,Male,Graduate,IT,Lead,68636,9,1,No,2,1
34,Male,Graduate,Finance,Manager,106790,9,2,Yes,2,1
36,Male,Post-Graduate,HR,Lead,73709,8,1,No,2,1
43,Female,Post-Graduate,Finance,Lead,90103,8,2,No,3,1
35,Female,Post-Graduate,IT,Lead,74776,8,2,No,3,0
42,Male,Post-Graduate,IT,Lead,83641,6,2,Yes,2,1
36,Male,Post-Graduate,IT,Manager,68159,7,1,No,1,0
33,Male,Post-Graduate,HR,Lead,67388,10,1,Yes,2,1
45,Female,Post-Graduate,IT,Lead,76430,8,2,No,2,1
42,Female,Post-Graduate,IT,Lead,85681,6,2,No,2,1
39,Male,PhD,Sales,Lead,44831,6,1,Yes,2,0
42,Male,PhD,Sales,Lead,75716,8,0,Yes,1,0
46,Female,Post-Graduate,IT,Lead,72442,7,2,No,3,1
40,Male,Post-Graduate,IT,Lead,80110,7,2,Yes,2,1
46,Female,Post-Graduate,IT,Lead,82039,7,3,No,2,1
44,Male,Graduate,IT,Lead,91622,5,1,Yes,2,1
40,Male,Post-Graduate,HR,Lead,68944,6,1,No,2,0
39,Male,Post-Graduate,IT,Manager,71888,7,0,No,1,0
38,Male,Graduate,IT,Lead,84185,5,1,No,2,1
42,Female,Post-Graduate,HR,Lead,63161,4,1,No,2,0
46,Female,Post-Graduate,IT,Executive,120000,6,3,Yes,2,1
39,Male,Graduate,IT,Lead,91605,4,2,Yes,2,1
36,Male,Post-Graduate,IT,Lead,71831,7,1,No,2,1
31,Male,Post-Graduate,IT,Lead,56639,9,1,No,2,0
39,Male,Post-Graduate,IT,Lead,66708,5,1,No,2,1
40,Male,Post-Graduate,IT,Manager,50791,8,1,No,2,1
37,Male,Post-Graduate,IT,Manager,72033,9,1,No,2,0
36,Male,Post-Graduate,HR,Manager,47741,8,1,Yes,2,0
40,Female,Post-Graduate,Finance,Lead,63770,9,2,No,3,1
33,Male,Post-Graduate,IT,Manager,72774,10,0,No,1,0
44,Female,Post-Graduate,HR,Executive,75471,4,2,No,2,1
38,Female,Post-Graduate,IT,Lead,74848,6,1,No,2,0
34,Male,Post-Graduate,IT,Lead,76366,5,1,Yes,1,1
31,Male,Post-Graduate,IT,Lead,65916,10,2,No,2,0
36,Male,Post-Graduate,HR,Lead,60640,5,1,No,2,1
32,Male,Post-Graduate,IT,Manager,54320,7,1,No,2,0
33,Male,Post-Graduate,IT,Manager,63274,9,1,No,1,0
35,Male,Post-Graduate,HR,Lead,63956,8,2,No,3,0
39,Male,Post-Graduate,IT,Lead,89389,8,1,No,2,0
31,Male,Post-Graduate,Finance,Manager,67216,9,0,No,1,0
37,Male,Post-Graduate,HR,Lead,69220,8,2,No,2,0
36,Male,Post-Graduate,HR,Lead,59402,7,1,No,2,0
40,Male,Post-Graduate,Finance,Lead,90493,8,2,Yes,2,1
47,Female,Post-Graduate,HR,Executive,38987,9,2,No,2,1
37,Male,Post-Graduate,HR,Lead,61025,7,2,Yes,2,0
39,Male,Graduate,HR,Lead,82651,5,1,Yes,1,1
36,Male,Post-Graduate,HR,Lead,68120,8,1,No,2,0
36,Male,Post-Graduate,IT,Manager,53447,6,1,No,2,0
41,Male,Post-Graduate,IT,Lead,96270,6,2,Yes,2,1
38,Female,Post-Graduate,HR,Lead,51022,6,2,No,3,0
30,Male,Post-Graduate,IT,Lead,65244,10,1,Yes,2,0
40,Female,Post-Graduate,Finance,Lead,98217,6,2,No,3,1
37,Male,PhD,HR,Lead,55301,7,1,Yes,2,0
42,Male,Post-Graduate,IT,Lead,98942,6,2,Yes,2,1
43,Male,Post-Graduate,Finance,Lead,86792,10,2,No,3,1
45,Male,Post-Graduate,IT,Lead,77874,9,2,No,2,1
41,Male,Post-Graduate,IT,Manager,57038,4,0,No,2,0
41,Male,Graduate,HR,Lead,62565,7,1,No,2,0
31,Male,Graduate,IT,Lead,68166,4,0,No,2,1
30,Male,PhD,HR,Lead,52086,12,2,Yes,2,0
42,Male,Post-Graduate,HR,Lead,69071,5,2,Yes,1,1
41,Male,Post-Graduate,HR,Manager,61307,5,0,Yes,2,0
43,Male,Post-Graduate,HR,Lead,77992,4,0,No,2,0
39,Female,Post-Graduate,IT,Lead,84021,6,1,No,2,1
40,Male,Graduate,IT,Lead,77322,7,1,Yes,1,1
38,Male,Post-Graduate,IT,Manager,71520,6,1,No,2,0
35,Male,Post-Graduate,HR,Manager,35219,7,1,Yes,1,0
43,Male,Post-Graduate,IT,Lead,74824,7,2,Yes,2,1
40,Male,Post-Graduate,HR,Manager,66014,6,0,No,2,0
48,Female,Post-Graduate,Finance,Lead,61164,8,2,No,3,1
36,Male,Graduate,IT,Lead,72680,7,1,Yes,2,1
41,Female,Post-Graduate,HR,Lead,85492,5,2,No,2,1
42,Male,Graduate,HR,Executive,81543,7,1,Yes,1,1
45,Male,Post-Graduate,IT,Manager,69107,9,2,No,2,1
45,Male,Post-Graduate,IT,Lead,68808,10,1,No,2,1
40,Female,Post-Graduate,IT,Manager,46559,3,1,No,2,0
48,Female,Post-Graduate,IT,Lead,78004,4,2,No,2,1
34,Male,Post-Graduate,HR,Lead,78623,10,1,Yes,2,0
41,Female,Post-Graduate,HR,Executive,86927,6,2,No,2,1
36,Male,Post-Graduate,IT,Manager,68164,8,1,No,1,0
41,Male,Post-Graduate,Finance,Manager,55735,9,1,No,2,1
40,Male,Post-Graduate,IT,Lead,80417,10,2,Yes,2,1
33,Male,Post-Graduate,IT,Manager,61567,9,1,No,1,0
42,Female,Post-Graduate,Sales,Lead,53156,3,1,Yes,2,0
44,Male,PhD,Sales,Manager,42218,3,1,Yes,2,0
34,Male,Post-Graduate,IT,Lead,58195,8,1,No,2,0
39,Male,Post-Graduate,HR,Manager,49063,5,1,No,2,0
38,Male,Post-Graduate,IT,Manager,63796,7,0,No,2,0
42,Male,Graduate,IT,Lead,70941,9,1,No,2,1
45,Female,Post-Graduate,IT,Executive,81480,8,2,No,2,1
36,Female,Post-Graduate,HR,Lead,55827,8,2,Yes,2,0
39,Male,Post-Graduate,HR,Lead,78460,6,1,Yes,1,1
46,Female,Post-Graduate,IT,Lead,62576,6,2,No,2,1
35,Female,Post-Graduate,IT,Lead,76641,7,1,No,3,0
38,Female,Post-Graduate,HR,Lead,60959,4,1,No,2,1
38,Male,Graduate,IT,Lead,77453,7,1,No,2,1
38,Female,Post-Graduate,Finance,Manager,76252,7,1,No,3,1
37,Male,Post-Graduate,HR,Lead,76365,9,0,Yes,1,0
34,Male,Post-Graduate,HR,Lead,68669,9,1,No,2,0
44,Female,Post-Graduate,IT,Executive,78912,5,3,No,2,1
34,Male,Graduate,Finance,Lead,91410,7,1,No,2,1
39,Male,Post-Graduate,Sales,Lead,56963,5,1,Yes,2,0
43,Female,Post-Graduate,IT,Lead,63069,3,1,No,2,0
41,Male,Graduate,Finance,Manager,83236,7,1,No,2,1
37,Male,Post-Graduate,IT,Manager,47627,7,1,No,2,0
37,Female,Post-Graduate,IT,Lead,84159,6,2,No,2,1
40,Female,Post-Graduate,IT,Lead,77100,4,1,No,2,1
38,Female,Post-Graduate,HR,Executive,80271,3,2,No,2,1
37,Male,PhD,Sales,Lead,51989,7,1,Yes,2,0
44,Male,Post-Graduate,IT,Lead,66814,7,1,No,2,1
32,Male,Post-Graduate,IT,Manager,52124,9,1,No,2,0
46,Female,Post-Graduate,IT,Lead,97124,8,2,Yes,2,1
38,Male,Post-Graduate,IT,Lead,96430,4,2,Yes,1,1
35,Male,Post-Graduate,IT,Manager,65105,8,0,No,2,0
28,Male,Post-Graduate,IT,Manager,54891,12,1,Yes,2,0
37,Male,PhD,HR,Lead,53125,6,1,Yes,2,0
34,Male,Post-Graduate,HR,Manager,36459,6,2,Yes,2,0
35,Male,Post-Graduate,IT,Manager,63829,8,0,No,1,0
40,Male,Post-Graduate,IT,Lead,83486,6,2,Yes,2,1
40,Male,Graduate,IT,Lead,79037,6,1,No,2,0
46,Male,Post-Graduate,IT,Manager,68963,9,2,No,2,1
28,Male,PhD,HR,Manager,39799,11,1,No,1,0
41,Male,Post-Graduate,Sales,Lead,65332,6,1,Yes,2,0
39,Male,Post-Graduate,IT,Lead,61081,9,1,No,2,1
45,Female,Post-Graduate,HR,Lead,64120,4,1,No,2,1
41,Male,Graduate,IT,Manager,64588,6,1,Yes,1,1
46,Male,Post-Graduate,IT,Lead,89644,9,2,Yes,2,1
40,Female,Post-Graduate,HR,Lead,61342,5,2,Yes,2,1
41,Female,Post-Graduate,IT,Lead,55354,7,1,No,2,1
37,Male,Graduate,IT,Lead,70251,7,1,Yes,1,1
37,Male,Graduate,IT,Lead,86409,8,1,No,2,0
33,Male,Graduate,Finance,Lead,72192,8,1,No,2,1
34,Male,PhD,HR,Lead,66710,9,1,No,2,0
37,Male,Post-Graduate,HR,Lead,66879,7,1,Yes,1,1
40,Male,PhD,HR,Lead,59994,6,1,Yes,2,0
39,Female,Post-Graduate,HR,Lead,59008,5,1,No,2,0
44,Female,Post-Graduate,IT,Lead,73443,5,1,No,2,1
38,Male,Post-Graduate,IT,Manager,84541,6,1,Yes,2,1
42,Female,Post-Graduate,HR,Lead,66126,6,2,No,2,1
43,Male,Post-Graduate,IT,Lead,73923,6,1,Yes,1,1
46,Female,Post-Graduate,HR,Lead,84294,5,2,Yes,1,1
34,Male,Post-Graduate,IT,Manager,67609,9,1,No,2,0
37,Male,Graduate,IT,Lead,78990,8,2,Yes,2,1
44,Female,Post-Graduate,HR,Lead,66630,4,1,No,2,1
36,Male,Post-Graduate,HR,Manager,42052,7,2,Yes,2,0
42,Male,Graduate,IT,Lead,57101,7,1,Yes,1,1
40,Female,Post-Graduate,IT,Lead,82420,6,2,No,2,1
35,Male,Graduate,Finance,Manager,69989,7,0,No,2,1
47,Female,Post-Graduate,IT,Lead,63031,6,2,No,2,1
40,Male,Graduate,IT,Lead,82063,5,1,No,2,1
37,Male,Post-Graduate,IT,Manager,59563,8,1,Yes,2,0
40,Male,PhD,Sales,Manager,65725,7,0,Yes,1,0
37,Male,Post-Graduate,HR,Lead,51419,5,1,No,2,0
40,Male,Graduate,IT,Lead,53217,10,2,No,2,1
39,Male,Post-Graduate,IT,Lead,91966,9,0,No,1,0
35,Female,Post-Graduate,IT,Lead,69531,7,2,No,2,0
41,Female,Post-Graduate,IT,Lead,57558,4,1,No,2,0
42,Male,Post-Graduate,HR,Lead,75909,5,1,No,2,0
42,Male,Post-Graduate,Sales,Manager,56998,6,0,Yes,2,0
43,Female,Post-Graduate,Finance,Manager,73788,7,2,No,2,1
33,Male,Post-Graduate,IT,Lead,76700,10,1,No,2,0
40,Male,Post-Graduate,IT,Manager,66284,7,2,No,2,1
39,Male,Post-Graduate,HR,Lead,66078,7,1,No,2,0
47,Female,Post-Graduate,HR,Executive,58311,9,2,No,2,1
42,Female,Post-Graduate,HR,Lead,66159,4,1,No,2,1
45,Male,Graduate,IT,Lead,71523,8,2,No,2,1
46,Male,PhD,Sales,Lead,62432,3,1,Yes,2,0
46,Male,Graduate,IT,Lead,74110,8,2,Yes,2,1
42,Male,Post-Graduate,HR,Lead,82229,6,2,Yes,1,1
37,Male,Graduate,IT,Lead,92452,4,1,Yes,1,1
34,Male,Post-Graduate,IT,Lead,71945,9,1,No,2,0
35,Male,Post-Graduate,HR,Lead,54196,8,2,Yes,2,0
38,Male,Post-Graduate,HR,Manager,65710,7,0,Yes,1,0
29,Male,Post-Graduate,HR,Manager,42825,11,1,Yes,2,0
37,Male,Post-Graduate,IT,Manager,69599,8,1,No,1,1
39,Male,Post-Graduate,HR,Lead,64719,6,1,No,2,0
39,Male,Post-Graduate,HR,Manager,57306,5,0,No,1,0
35,Male,Post-Graduate,HR,Manager,51429,8,1,No,2,0
41,Female,Post-Graduate,IT,Lead,62502,7,1,No,2,1
40,Female,Post-Graduate,Finance,Lead,97612,6,2,No,3,1
31,Male,Post-Graduate,HR,Lead,64478,11,2,Yes,2,0
47,Female,Post-Graduate,IT,Executive,56889,6,2,No,3,1
40,Female,Post-Graduate,IT,Lead,70040,8,2,No,2,1
34,Female,Post-Graduate,IT,Manager,82648,5,2,No,2,1
30,Male,Post-Graduate,IT,Manager,84484,13,0,Yes,2,0
36,Male,Post-Graduate,HR,Lead,61496,7,1,No,2,0
40,Male,Post-Graduate,IT,Lead,72020,9,1,No,2,1
35,Male,Post-Graduate,IT,Manager,43562,6,1,No,2,0
38,Male,Post-Graduate,Sales,Lead,62208,7,1,Yes,3,0
35,Male,Post-Graduate,IT,Lead,75480,9,2,No,2,0
43,Female,Post-Graduate,IT,Lead,73349,4,2,No,2,1
31,Male,Post-Graduate,IT,Lead,77740,12,1,No,2,0
44,Female,Post-Graduate,IT,Lead,88873,5,2,No,3,1
44,Male,Post-Graduate,Finance,Lead,91364,8,2,Yes,2,1
32,Male,Post-Graduate,IT,Manager,78015,11,0,No,1,0
43,Male,Post-Graduate,IT,Lead,92547,7,2,Yes,2,1
36,Male,PhD,HR,Manager,41028,8,0,No,2,0
44,Female,Post-Graduate,IT,Executive,65923,9,2,No,3,1
35,Male,Graduate,IT,Lead,79443,8,1,Yes,3,0
52,Female,Post-Graduate,IT,Lead,91129,9,2,Yes,2,1
38,Male,Post-Graduate,HR,Lead,88223,7,2,Yes,1,1
39,Male,Post-Graduate,HR,Lead,72952,6,2,Yes,1,1
44,Male,Post-Graduate,HR,Lead,67830,5,2,Yes,1,1
37,Male,Post-Graduate,HR,Manager,56561,7,0,No,1,0
38,Male,Post-Graduate,HR,Manager,63979,9,1,Yes,2,0
46,Female,Post-Graduate,IT,Lead,67174,8,2,No,3,0
39,Male,Graduate,HR,Lead,62246,6,1,Yes,2,1
35,Male,Post-Graduate,IT,Lead,81276,9,1,No,2,0
36,Male,PhD,Sales,Manager,38574,6,1,Yes,2,0
39,Male,Post-Graduate,IT,Manager,77847,6,2,No,2,1
39,Male,PhD,Sales,Lead,71561,8,1,Yes,2,0
37,Male,PhD,HR,Manager,44721,7,1,Yes,2,0
40,Female,Post-Graduate,IT,Lead,70609,8,2,No,2,1
35,Male,Graduate,IT,Manager,72240,7,0,No,1,1
37,Female,Post-Graduate,IT,Lead,58716,6,2,No,3,0
40,Female,Post-Graduate,IT,Lead,65887,5,1,No,2,0
42,Female,Post-Graduate,HR,Executive,77203,4,2,No,2,1
35,Male,Graduate,Finance,Lead,90054,7,1,No,2,1
35,Female,Post-Graduate,Finance,Lead,88480,7,2,No,3,1
34,Male,Post-Graduate,HR,Manager,47838,8,1,No,2,1
43,Female,Post-Graduate,IT,Lead,76938,7,2,No,2,1
38,Male,Post-Graduate,IT,Manager,71319,7,1,No,2,0
41,Male,Post-Graduate,IT,Lead,83517,8,2,No,2,1
32,Male,Graduate,Finance,Manager,74198,10,1,No,2,0
46,Male,Post-Graduate,IT,Lead,64350,9,2,Yes,2,1
35,Male,Post-Graduate,HR,Lead,65882,8,1,No,2,0
47,Female,Post-Graduate,IT,Lead,79225,7,3,No,2,1
33,Male,Post-Graduate,IT,Manager,42373,8,2,No,2,0
34,Male,PhD,Sales,Manager,36090,8,1,Yes,2,0
32,Male,Post-Graduate,IT,Manager,68820,10,1,No,1,0
28,Male,Post-Graduate,IT,Manager,50856,11,1,No,2,0
37,Female,Post-Graduate,IT,Lead,83900,5,1,No,2,1
47,Female,PhD,IT,Lead,79243,7,2,No,2,1
37,Female,Post-Graduate,IT,Lead,48667,4,2,No,3,0
41,Female,Post-Graduate,Finance,Lead,60750,7,1,No,3,1
50,Female,PhD,HR,Executive,49779,3,2,No,2,1
42,Male,Post-Graduate,HR,Lead,58892,5,2,Yes,1,1
40,Female,Post-Graduate,IT,Lead,80682,7,1,No,2,1
39,Male,Post-Graduate,HR,Lead,64412,7,1,Yes,3,0
35,Male,Post-Graduate,HR,Lead,63991,9,1,No,2,0
39,Male,Post-Graduate,IT,Lead,44276,9,1,No,2,1
45,Female,Post-Graduate,IT,Lead,59360,7,2,No,2,1
40,Female,Post-Graduate,HR,Executive,85779,4,2,No,2,1
47,Female,Post-Graduate,HR,Lead,65071,6,2,Yes,1,1
52,Male,Post-Graduate,IT,Lead,68348,8,2,Yes,1,1
40,Male,Graduate,IT,Lead,71827,6,1,Yes,2,1
